year_of_birth,gender,education_level,social_stratum,nationality,department,municipality,id_last_four,last_name_initial,form,score,video,fake_news_a,fake_news_b,fake_news_c,fake_news_d,fake_news_e,fake_news_f,fake_news_g,fake_news_h,fake_news_i,fake_news_j,fake_news_k,fake_news_l,fake_news_m,fake_news_n,fake_news_o,fake_news_p,fake_news_q,fake_news_r,fake_news_s,tweet_a_lack_of_information,tweet_a_report,tweet_b_lack_of_information,tweet_b_report,headline_1,headline_2,headline_3,headline_4,headline_5,headline_6,headline_7,headline_8,ie_confidence_a,ie_confidence_b,ie_confidence_c,ie_confidence_d,ie_confidence_e,ie_confidence_f,ie_confidence_g,ie_confidence_h,ie_confidence_i,ie_discrimination_a,ie_discrimination_b,ie_discrimination_c,ie_discrimination_d,ie_discrimination_e,ie_discrimination_f,ie_ambiguity_tolerance_a,ie_ambiguity_tolerance_b,ie_ambiguity_tolerance_c,ie_ambiguity_tolerance_d,ie_ambiguity_tolerance_e,ie_ambiguity_tolerance_f,ie_ambiguity_tolerance_g,ie_ambiguity_tolerance_h,ie_ambiguity_tolerance_i,ie_ambiguity_tolerance_j,ie_dehumanization_left,ie_dehumanization_center,ie_dehumanization_right,duration,date
1996,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Cundinamarca,Madrid,1538,L,Deshumanización,,Sí,1,1,3,2,5,1,2,1,2,1,1,2,1,3,1,3,2,1,3,1,1,1,1,1,,,1,,,1,,2,2,2,0,1,2,2,1,2,3,3,3,3,3,3,5,4,3,4,5,3,5,5,2,5,"Nostalgia,Arrepentimiento,Impresión,Extroversión,Educación,Inquietud","Trabajo,Dedicación,Cordialidad,Vergüenza,Agitación,Arrepentimiento","Inquietud,Extroversión,Sospecha,Compasión,Educación,Emoción",,
1973,Mujer,Técnico / Tecnológico,Rural,Colombia,Córdoba,Chinú,7827,B,Deshumanización,1,Sí,1,3,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,,,1,,1,,,1,3,1,1,0,1,3,1,1,3,3,3,3,3,3,3,5,1,5,5,1,1,5,5,1,1,"Imprudencia,Timidez,Nostalgia,Aburrición,Compasión,Tensión","Vergüenza,Arrepentimiento,Compasión,Cordialidad,Amistad,Disciplina","Disciplina,Amistad,Sospecha,Educación,Inquietud,Trabajo",,
1965,Hombre,Bachillerato,Estrato 2,Colombia,Antioquia,Chigorodó,5952,R,Tolerancia a la ambigüedad,3.5999999,Sí,1,5,1,5,5,1,1,1,5,5,1,1,3,1,3,3,3,5,5,1,1,1,1,,1,,,1,,,1,3,3,3,0,1,1,1,1,2,3,3,3,1,1,3,5,5,5,5,5,5,5,5,1,5,"Agitación,Impresión,Aburrición,Trabajo,Arrepentimiento,Tensión","Amistad,Educación,Trabajo,Orgullo,Dedicación,Disciplina","Disciplina,Trabajo,Educación,Amistad,Dedicación,Orgullo",,
1980,Mujer,Título universitario,Estrato 2,Colombia,Cundinamarca,Mosquera,2256,R,Tolerancia a la ambigüedad,3.5999999,No,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,0,,,,1,,1,,1,4,4,4,1,1,3,3,2,4,3,1,1,1,1,1,5,1,5,3,5,1,1,1,5,5,"Educación,Tensión,Agitación,Trabajo,Emoción,Inquietud","Trabajo,Educación,Agitación,Orgullo,Tensión,Emoción","Agitación,Inquietud,Aburrición,Trabajo,Educación,Emoción",,
1995,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Cundinamarca,Facatativá,6123,S,Discriminización,,Sí,1,1,1,1,3,1,1,1,1,1,1,2,4,3,1,1,5,1,4,0,1,1,1,,,1,,1,,1,,4,2,3,1,1,4,1,1,3,2,2,1,1,1,1,4,4,3,3,5,1,5,5,1,2,"Educación,Trabajo,Aburrición,Arrepentimiento,Inquietud,Sorpresa","Amistad,Timidez,Vergüenza,Agitación,Tensión,Arrepentimiento","Vergüenza,Emoción,Tensión,Agitación,Sospecha,Orgullo",,
1992,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,9783,M,Tolerancia a la ambigüedad,2.9000001,Sí,4,3,4,4,4,4,4,4,4,5,3,4,4,5,4,3,1,3,3,1,1,0,0,1,,,,,1,,1,3,4,3,1,1,3,3,3,4,4,5,5,4,4,5,4,4,4,3,4,4,4,3,4,4,"Dedicación,Trabajo,Emoción,Tensión,Sospecha,Timidez","Aburrición,Impresión,Cordialidad,Educación,Emoción,Inquietud","Emoción,Nostalgia,Compasión,Educación,Dedicación,Arrepentimiento",,
1984,Hombre,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,2489,P,Deshumanización,,Sí,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,3,1,1,1,1,1,,,,,1,,1,3,3,3,0,1,2,2,1,2,2,4,2,2,4,3,4,3,4,3,5,2,4,4,3,4,"Aburrición,Orgullo,Inquietud,Sospecha,Emoción,Educación","Educación,Amistad,Sorpresa,Emoción,Compasión,Orgullo","Amistad,Educación,Disciplina,Dedicación,Trabajo,Emoción",,
1983,Hombre,Título universitario,Estrato 3,Colombia,Cundinamarca,Funza,7343,B,Discriminización,.63333333,Sí,1,5,1,1,5,3,1,1,3,5,5,1,1,1,1,1,2,1,2,1,1,1,1,,1,1,,,,,1,3,3,3,1,1,1,3,3,3,4,4,4,4,4,5,3,3,3,1,4,4,4,1,3,4,"Orgullo,Inquietud,Tensión,Aburrición,Impresión,Sospecha","Orgullo,Agitación,Extroversión,Cordialidad,Sorpresa,Inquietud","Cordialidad,Amistad,Tensión,Trabajo,Orgullo,Sospecha",,
1993,Hombre,Título universitario,Estrato 6,Colombia,Bogotá D.C.,Bogotá D.C.,8213,G,Deshumanización,2.6700001,Sí,1,3,1,1,3,3,3,1,3,1,1,1,1,1,1,1,3,1,3,1,1,1,1,,1,1,,,,,1,4,3,4,1,1,3,1,2,4,1,1,1,1,1,1,3,3,3,2,4,3,3,2,3,5,"Orgullo,Agitación,Vergüenza,Imprudencia,Tensión,Arrepentimiento","Trabajo,Disciplina,Compasión,Cordialidad,Dedicación,Educación","Dedicación,Orgullo,Trabajo,Educación,Cordialidad,Disciplina",,
1991,Mujer,Posgrado,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,1837,G,Discriminización,.5,Sí,1,2,2,4,2,1,2,1,2,1,2,2,1,1,1,1,3,1,2,1,1,1,1,,,1,,,,1,1,1,2,2,0,1,3,2,1,3,5,5,5,5,5,5,4,4,4,3,4,3,2,4,4,3,"Educación,Agitación,Emoción,Inquietud,Aburrición,Trabajo","Emoción,Dedicación,Educación,Trabajo,Cordialidad,Inquietud","Sospecha,Vergüenza,Arrepentimiento,Aburrición,Nostalgia,Orgullo",,
1994,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Tolima,Ibagué,1868,C,Confianza,,Sí,5,1,1,5,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,3,3,3,1,1,1,1,1,2,2,2,5,3,5,5,5,2,2,4,4,2,3,5,5,5,"Sorpresa,Dedicación,Educación,Emoción,Orgullo,Trabajo","Amistad,Timidez,Cordialidad,Emoción,Extroversión,Nostalgia","Imprudencia,Tensión,Arrepentimiento,Compasión,Aburrición,Sospecha",,
1994,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,9841,A,,,No,1,1,3,5,1,1,1,5,1,2,1,4,2,1,1,1,5,1,2,1,0,0,1,,1,,1,,,,1,4,3,2,1,1,1,1,1,1,4,1,4,5,3,5,5,5,5,4,5,2,5,5,3,4,"Trabajo,Disciplina,Compasión,Dedicación,Educación,Inquietud","Imprudencia,Vergüenza,Amistad,Aburrición,Disciplina,Dedicación","Sospecha,Sorpresa,Vergüenza,Imprudencia,Aburrición,Arrepentimiento",,
1996,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Cundinamarca,bogota,387,A,Confianza,.88,Sí,1,1,1,3,5,4,1,1,3,1,2,5,1,1,1,1,4,5,2,1,1,1,0,,,,,,1,1,1,4,3,3,1,1,4,3,2,5,1,1,1,2,3,1,5,3,1,2,5,5,5,3,5,3,"Trabajo,Orgullo,Educación,Dedicación,Cordialidad,Disciplina","Aburrición,Disciplina,Extroversión,Compasión,Dedicación,Impresión","Timidez,Tensión,Imprudencia,Inquietud,Arrepentimiento,Nostalgia",,
1987,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,9803,P,Deshumanización,,Sí,1,2,5,3,1,1,2,4,5,3,3,5,5,1,3,3,2,3,5,0,1,0,0,,,,,,1,1,1,3,3,3,1,1,3,3,3,3,1,1,1,5,3,1,2,5,3,5,5,1,3,5,5,5,"Trabajo,Dedicación,Disciplina,Educación,Cordialidad,Inquietud","Impresión,Tensión,Dedicación,Amistad,Extroversión,Cordialidad","Trabajo,Tensión,Amistad,Imprudencia,Cordialidad,Disciplina",,
1984,Mujer,Título universitario,Estrato 2,Colombia,Atlántico,Barranquilla,4897,C,,,No,1,1,3,3,4,4,2,2,2,1,3,3,2,3,2,4,4,1,4,1,1,1,1,,,,,,1,1,1,4,4,4,1,1,3,2,1,3,3,2,1,1,1,2,5,4,2,2,4,4,4,3,4,4,"Emoción,Trabajo,Educación,Agitación,Tensión,Sospecha","Inquietud,Timidez,Sospecha,Educación,Aburrición,Impresión","Emoción,Sospecha,Tensión,Orgullo,Agitación,Impresión",,
1996,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Cundinamarca,Mosquera,8149,M,Deshumanización,2,Sí,3,3,3,4,3,2,4,2,2,2,3,3,4,2,2,2,4,2,3,1,0,1,0,,,,,1,,1,1,3,3,3,0,1,2,3,1,4,2,1,2,1,1,1,4,5,4,5,4,4,3,2,5,3,"Inquietud,Trabajo,Compasión,Emoción,Dedicación,Imprudencia","Timidez,Cordialidad,Tensión,Sospecha,Emoción,Inquietud","Tensión,Imprudencia,Orgullo,Inquietud,Sospecha,Trabajo",,
1983,Mujer,Título universitario,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,9146,C,Deshumanización,3,Sí,1,2,2,2,2,1,2,2,2,1,2,3,3,2,2,3,3,2,3,1,0,1,0,,,,,1,1,,1,4,5,4,1,1,1,1,1,2,4,3,4,4,3,3,3,2,3,2,4,2,4,3,4,4,"Dedicación,Disciplina,Sospecha,Agitación,Emoción,Sorpresa","Extroversión,Amistad,Timidez,Orgullo,Emoción,Agitación","Emoción,Orgullo,Dedicación,Amistad,Disciplina,Extroversión",,
1991,Mujer,Posgrado,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,1837,G,,,No,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,,,,,,1,1,1,2,2,0,1,3,3,1,3,5,5,5,5,5,5,4,5,4,3,4,4,4,4,4,4,"Educación,Agitación,Arrepentimiento,Orgullo,Inquietud,Sospecha","Educación,Cordialidad,Orgullo,Arrepentimiento,Trabajo,Inquietud","Tensión,Vergüenza,Imprudencia,Orgullo,Aburrición,Arrepentimiento",,
1996,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Cundinamarca,bogota,387,A,Discriminización,.33333334,Sí,2,2,4,3,4,2,3,4,3,3,4,5,2,3,4,5,4,3,4,0,1,0,0,,,,,1,1,,1,5,5,5,1,1,4,3,3,4,1,1,1,1,1,1,5,1,3,1,5,4,1,5,5,3,"Cordialidad,Sospecha,Inquietud,Tensión,Timidez,Orgullo","Dedicación,Compasión,Educación,Trabajo,Inquietud,Imprudencia","Arrepentimiento,Agitación,Sospecha,Tensión,Sorpresa,Cordialidad",,
1992,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,9783,M,Tolerancia a la ambigüedad,,Sí,1,5,4,3,3,5,1,4,3,3,3,5,1,5,2,2,1,4,2,0,1,1,0,,,1,,1,,,1,4,4,2,0,1,1,2,4,2,2,3,5,4,4,2,3,4,2,4,2,1,5,1,4,3,"Disciplina,Nostalgia,Orgullo,Emoción,Compasión,Dedicación","Aburrición,Impresión,Imprudencia,Compasión,Vergüenza,Sorpresa","Vergüenza,Aburrición,Agitación,Nostalgia,Dedicación,Arrepentimiento",,
1961,Hombre,Técnico / Tecnológico,Estrato 2,Colombia,Antioquia,El Carmen de Viboral,3434,C,Discriminización,.66666669,No,1,1,3,5,1,3,1,1,3,1,3,5,1,3,1,1,4,1,3,1,1,1,1,,1,1,,,,,1,4,1,3,1,1,2,1,1,3,1,1,1,1,1,1,2,3,5,4,5,2,2,3,1,2,"Sospecha,Imprudencia,Emoción,Cordialidad,Vergüenza,Agitación","Arrepentimiento,Extroversión,Compasión,Cordialidad,Amistad,Disciplina","Emoción,Vergüenza,Imprudencia,Tensión,Sospecha,Agitación",,
1988,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,7437,B,,,No,4,3,5,5,4,4,4,1,4,4,3,1,1,1,3,1,3,1,4,1,0,1,1,1,,,,1,,,1,3,4,3,0,1,3,3,1,5,1,1,3,4,1,3,5,5,2,5,5,3,4,5,5,4,"Tensión,Vergüenza,Aburrición,Imprudencia,Sospecha,Nostalgia","Amistad,Trabajo,Orgullo,Educación,Nostalgia,Disciplina","Orgullo,Cordialidad,Educación,Disciplina,Sorpresa,Amistad",,
1991,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Cundinamarca,Funza,4,V,Tolerancia a la ambigüedad,3.4000001,Sí,2,3,4,5,2,3,4,3,4,3,1,3,1,2,3,3,2,4,3,1,0,0,0,,1,1,,,,,1,3,3,3,1,1,3,3,2,3,3,3,3,3,3,2,4,3,4,3,3,3,3,4,4,3,"Educación,Inquietud,Tensión,Timidez,Orgullo,Nostalgia","Trabajo,Cordialidad,Imprudencia,Orgullo,Emoción,Timidez","Cordialidad,Sospecha,Vergüenza,Aburrición,Sorpresa,Impresión",,
1992,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,9783,M,,,No,2,1,5,3,3,3,2,4,3,1,2,2,3,3,4,2,2,3,3,1,0,1,1,,,,1,1,,1,,3,3,5,0,0,1,2,1,2,1,1,2,3,3,2,1,1,4,5,2,3,4,2,1,1,"Trabajo,Cordialidad,Extroversión,Disciplina,Dedicación,Orgullo","Compasión,Agitación,Cordialidad,Trabajo,Sorpresa,Emoción","Emoción,Timidez,Tensión,Agitación,Disciplina,Compasión",,
1991,Mujer,Posgrado,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,1837,G,Deshumanización,1.67,No,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,1,2,2,0,1,3,3,1,3,5,5,5,5,5,5,4,4,4,3,4,3,3,4,4,4,"Emoción,Educación,Agitación,Orgullo,Arrepentimiento,Inquietud","Cordialidad,Educación,Dedicación,Compasión,Trabajo,Emoción","Agitación,Imprudencia,Aburrición,Inquietud,Sospecha,Orgullo",,
1986,Mujer,Título universitario,Estrato 2,Colombia,Atlántico,Soledad,7667,P,,,No,1,3,3,1,5,4,1,1,3,1,5,1,1,1,1,1,5,1,1,1,1,1,1,,,,1,,,1,1,5,4,4,1,1,4,3,2,5,1,1,1,1,1,1,5,4,1,3,5,1,3,1,2,3,"Dedicación,Disciplina,Trabajo,Educación,Compasión,Emoción","Trabajo,Dedicación,Educación,Amistad,Emoción,Disciplina","Educación,Disciplina,Trabajo,Dedicación,Amistad,Cordialidad",,
1996,Mujer,Bachillerato,Estrato 1,Colombia,Atlántico,Soledad,9330,A,Confianza,.88,No,1,3,2,2,4,2,1,2,2,3,3,3,2,2,3,1,2,2,2,1,0,1,1,,,1,,,,1,1,3,3,3,1,1,3,3,3,3,2,1,3,1,1,2,3,4,4,3,4,3,4,4,3,4,"Trabajo,Disciplina,Orgullo,Educación,Dedicación,Cordialidad","Trabajo,Inquietud,Amistad,Dedicación,Extroversión,Disciplina","Trabajo,Disciplina,Dedicación,Cordialidad,Educación,Orgullo",,
1992,Mujer,Título universitario,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,9367,C,Deshumanización,,Sí,1,1,1,2,4,1,2,1,1,1,3,5,4,1,1,4,4,1,1,1,1,0,0,1,,1,,,,1,,5,5,4,1,1,4,3,3,4,1,1,1,1,1,2,4,5,5,4,5,1,1,2,4,5,"Educación,Trabajo,Emoción,Disciplina,Dedicación,Cordialidad","Disciplina,Trabajo,Educación,Compasión,Amistad,Timidez","Dedicación,Trabajo,Cordialidad,Educación,Orgullo,Emoción",,
1995,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,9798,B,Discriminización,.33333334,No,3,3,2,4,4,4,4,2,1,2,5,1,4,1,3,2,4,1,4,1,1,1,1,,,,,,1,1,1,3,3,2,1,1,4,3,3,4,3,3,2,3,2,4,5,5,3,2,5,1,3,5,3,4,"Nostalgia,Trabajo,Orgullo,Disciplina,Educación,Tensión","Trabajo,Extroversión,Orgullo,Nostalgia,Disciplina,Amistad","Orgullo,Trabajo,Educación,Disciplina,Cordialidad,Amistad",,
1991,Mujer,Técnico / Tecnológico,Estrato 1,Colombia,Cundinamarca,Girardot,2575,F,,,No,3,4,5,3,3,4,4,3,3,4,3,4,4,2,5,3,4,3,3,1,0,1,1,1,,,1,,,,1,1,1,1,0,1,1,1,5,4,3,3,3,3,3,3,4,5,3,4,4,1,4,5,4,4,"Orgullo,Sorpresa,Trabajo,Inquietud,Sospecha,Impresión","Trabajo,Educación,Amistad,Emoción,Inquietud,Sorpresa","Trabajo,Amistad,Orgullo,Dedicación,Tensión,Sorpresa",,
1998,Hombre,Técnico / Tecnológico,Estrato 2,Colombia,Cundinamarca,Girardot,4334,R,Confianza,1,No,1,2,5,5,2,1,3,4,1,1,3,5,2,2,1,4,5,1,4,1,1,1,1,,,,1,,1,,1,5,5,5,1,1,2,1,2,3,1,1,1,1,1,1,2,1,4,2,5,3,5,5,5,5,"Trabajo,Disciplina,Dedicación,Educación,Orgullo,Emoción","Dedicación,Compasión,Vergüenza,Inquietud,Amistad,Educación","Agitación,Compasión,Dedicación,Inquietud,Trabajo,Extroversión",,
1984,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,6213,P,Deshumanización,1.67,No,2,2,4,3,4,2,3,2,2,2,4,2,3,2,3,2,3,4,4,1,0,1,1,,,1,1,,,,1,4,3,3,1,1,3,2,2,4,1,1,1,1,1,1,5,3,1,1,4,1,2,3,3,3,"Orgullo,Emoción,Agitación,Amistad,Vergüenza,Educación","Timidez,Aburrición,Dedicación,Trabajo,Cordialidad,Sospecha","Disciplina,Dedicación,Trabajo,Orgullo,Imprudencia,Sospecha",,
1980,Mujer,Título universitario,Estrato 3,Colombia,Antioquia,Envigado,3252,R,Deshumanización,2.3299999,Sí,1,2,3,2,4,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,,,,1,,1,,1,3,3,4,1,1,3,3,3,3,3,3,3,3,2,3,4,3,1,2,3,1,2,3,3,1,"Orgullo,Emoción,Dedicación,Aburrición,Trabajo,Disciplina","Amistad,Disciplina,Orgullo,Emoción,Extroversión,Educación","Educación,Orgullo,Disciplina,Dedicación,Trabajo,Timidez",,
1983,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Meta,Villavicencio,7630,P,Deshumanización,1.67,No,2,2,3,3,4,2,3,1,2,2,3,3,2,2,3,2,4,1,3,1,1,0,0,1,1,,,,,1,,4,3,4,1,1,3,3,2,3,3,1,1,1,1,2,4,3,3,3,4,2,4,4,3,4,"Educación,Emoción,Trabajo,Orgullo,Tensión,Cordialidad","Educación,Emoción,Dedicación,Agitación,Disciplina,Cordialidad","Orgullo,Disciplina,Trabajo,Dedicación,Sorpresa,Arrepentimiento",,
1996,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Cundinamarca,bogota,387,A,Deshumanización,,Sí,5,4,3,2,3,3,2,2,3,3,3,5,4,5,5,2,4,4,2,1,1,1,0,,1,,,1,,,1,5,5,5,1,1,5,3,4,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,"Sospecha,Emoción,Tensión,Nostalgia,Sorpresa,Cordialidad","Trabajo,Impresión,Tensión,Timidez,Sorpresa,Educación","Educación,Sospecha,Aburrición,Trabajo,Nostalgia,Extroversión",,
1995,Mujer,Bachillerato,Estrato 3,Colombia,Antioquia,Medellín,1625,D,Confianza,,Sí,2,3,3,4,4,3,2,3,3,3,3,4,2,1,3,2,3,2,3,1,1,1,1,,,1,1,,,,1,3,3,3,0,1,3,1,1,3,3,3,3,1,3,3,3,3,4,4,5,3,3,4,3,4,"Trabajo,Sorpresa,Tensión,Inquietud,Educación,Orgullo","Tensión,Sorpresa,Arrepentimiento,Trabajo,Educación,Orgullo","Inquietud,Arrepentimiento,Imprudencia,Sorpresa,Nostalgia,Extroversión",,
1991,Mujer,Posgrado,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,1837,G,Discriminización,,Sí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,1,2,2,0,1,3,3,1,3,5,5,5,5,5,5,4,4,4,3,4,3,3,4,4,4,"Educación,Agitación,Orgullo,Tensión,Sospecha,Emoción","Orgullo,Trabajo,Educación,Cordialidad,Nostalgia,Inquietud","Orgullo,Nostalgia,Tensión,Inquietud,Emoción,Agitación",,
1994,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Valle del Cauca,Cali,4507,D,Tolerancia a la ambigüedad,3.5,Sí,2,3,1,3,2,2,1,3,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,,,1,,,,4,4,4,1,0,2,1,2,3,2,1,3,2,3,3,4,3,2,3,4,3,4,3,3,4,"Educación,Tensión,Orgullo,Disciplina,Emoción,Dedicación","Timidez,Educación,Orgullo,Sorpresa,Compasión,Extroversión","Orgullo,Tensión,Extroversión,Timidez,Disciplina,Impresión",,
1993,Mujer,Bachillerato,Estrato 2,Colombia,Tolima,Ibagué,6663,R,Confianza,,Sí,2,2,1,2,2,2,3,2,1,1,4,4,2,1,2,1,2,1,1,1,1,1,1,,,1,,,,1,1,5,5,5,1,0,3,4,2,4,2,1,3,1,1,1,2,4,2,2,5,4,4,5,5,4,"Dedicación,Impresión,Educación,Trabajo,Cordialidad,Compasión","Sospecha,Impresión,Dedicación,Trabajo,Cordialidad,Nostalgia","Orgullo,Educación,Nostalgia,Extroversión,Tensión,Sospecha",,
1999,Mujer,Bachillerato,Estrato 2,Colombia,Cundinamarca,Girardot,7168,R,Tolerancia a la ambigüedad,3.4000001,No,1,2,3,5,3,3,3,4,3,3,2,3,2,3,3,3,3,3,3,1,0,1,0,,,,1,1,,1,,3,3,3,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Dedicación,Impresión,Trabajo,Vergüenza,Amistad,Compasión","Sospecha,Arrepentimiento,Vergüenza,Timidez,Tensión,Inquietud","Compasión,Emoción,Imprudencia,Inquietud,Extroversión,Nostalgia",,
1980,Mujer,Posgrado,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,2978,B,Confianza,1,Sí,1,2,4,3,3,1,1,3,1,2,5,4,1,3,1,3,5,1,5,1,0,1,0,,,,,,1,1,1,4,4,4,1,0,3,3,2,4,2,4,2,2,1,2,5,4,3,3,5,2,3,2,4,4,"Educación,Emoción,Dedicación,Inquietud,Trabajo,Compasión","Emoción,Amistad,Educación,Agitación,Trabajo,Compasión","Disciplina,Trabajo,Dedicación,Educación,Emoción,Amistad",,
1996,Hombre,Título universitario,Estrato 4,Colombia,Bogotá D.C.,Bogotá D.C.,9601,A,,,No,1,2,1,2,4,1,1,1,1,1,4,4,1,1,1,3,4,1,4,1,1,1,1,1,,,,,,1,1,4,3,2,0,1,2,2,1,3,1,1,1,1,1,1,4,4,4,4,5,2,2,2,1,3,"Imprudencia,Nostalgia,Emoción,Extroversión,Agitación,Trabajo","Educación,Timidez,Cordialidad,Trabajo,Aburrición,Dedicación","Disciplina,Educación,Dedicación,Sospecha,Trabajo,Orgullo",,
1998,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Cundinamarca,Facatativá,6866,P,Deshumanización,5,Sí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,1,,,1,,4,3,3,1,1,3,3,3,4,1,1,1,4,1,1,4,2,4,4,5,2,3,3,2,4,"Educación,Disciplina,Trabajo,Cordialidad,Dedicación,Impresión","Cordialidad,Educación,Dedicación,Trabajo,Amistad,Disciplina","Educación,Impresión,Cordialidad,Disciplina,Trabajo,Inquietud",,
1987,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,7463,O,Confianza,1,Sí,1,1,4,4,4,1,1,4,1,1,4,1,1,4,4,4,4,1,2,1,0,0,0,,,,1,,1,,1,3,4,3,1,1,3,3,3,4,2,2,2,2,2,2,4,5,2,2,4,2,3,2,4,4,"Trabajo,Inquietud,Tensión,Sospecha,Imprudencia,Orgullo","Trabajo,Disciplina,Dedicación,Amistad,Orgullo,Cordialidad","Orgullo,Amistad,Disciplina,Trabajo,Educación,Cordialidad",,
2000,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Cundinamarca,Mosquera,9022,P,,,No,1,2,1,2,3,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,0,1,0,,1,1,,,,,1,4,3,4,1,1,5,4,4,5,1,1,1,1,1,1,4,3,5,3,4,1,3,4,2,2,"Sospecha,Tensión,Agitación,Inquietud,Imprudencia,Vergüenza","Trabajo,Dedicación,Educación,Disciplina,Cordialidad,Compasión","Educación,Dedicación,Trabajo,Compasión,Cordialidad,Disciplina",,
1997,Hombre,Técnico / Tecnológico,Estrato 1,Colombia,Risaralda,Pereira,5023,P,,,No,1,1,3,5,2,1,1,1,1,1,3,1,3,3,3,2,5,1,3,0,0,1,1,,,,,1,,1,1,5,3,5,0,1,3,2,3,4,1,2,1,3,1,1,4,3,2,3,3,3,4,2,3,5,"Compasión,Educación,Dedicación,Trabajo,Amistad,Orgullo","Amistad,Tensión,Inquietud,Educación,Sospecha,Orgullo","Imprudencia,Extroversión,Orgullo,Cordialidad,Disciplina,Inquietud",,
1996,Hombre,Título universitario,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,9746,R,Discriminización,.69999999,Sí,1,2,2,4,1,3,3,4,1,1,2,4,1,2,1,2,4,1,2,1,1,1,1,,,,,,1,1,1,3,2,3,0,1,2,1,1,3,3,4,3,2,4,4,4,4,4,4,4,4,3,4,4,4,"Disciplina,Educación,Cordialidad,Dedicación,Tensión,Emoción","Cordialidad,Dedicación,Emoción,Educación,Compasión,Tensión","Tensión,Orgullo,Cordialidad,Educación,Dedicación,Emoción",,
1998,Mujer,Bachillerato,Estrato 2,Colombia,Antioquia,Medellín,1226,V,Discriminización,,Sí,3,2,4,2,4,3,3,3,3,3,4,3,4,3,3,3,3,2,3,1,1,0,1,1,,,1,,,1,,3,3,3,0,1,2,2,2,3,4,3,4,3,4,4,4,3,4,4,3,3,4,4,4,4,"Inquietud,Emoción,Compasión,Vergüenza,Imprudencia,Educación","Nostalgia,Trabajo,Imprudencia,Tensión,Orgullo,Sospecha","Inquietud,Disciplina,Cordialidad,Trabajo,Sorpresa,Orgullo",,
